Data,Ticker,Preco_Fechamento
2023-11-14,ELET3.SA,
2023-11-16,ELET3.SA,
2023-11-17,ELET3.SA,
2023-11-20,ELET3.SA,
2023-11-21,ELET3.SA,
2023-11-22,ELET3.SA,
2023-11-23,ELET3.SA,
2023-11-24,ELET3.SA,
2023-11-27,ELET3.SA,
2023-11-28,ELET3.SA,
2023-11-29,ELET3.SA,
2023-11-30,ELET3.SA,
2023-12-01,ELET3.SA,
2023-12-04,ELET3.SA,
2023-12-05,ELET3.SA,
2023-12-06,ELET3.SA,
2023-12-07,ELET3.SA,
2023-12-08,ELET3.SA,
2023-12-11,ELET3.SA,
2023-12-12,ELET3.SA,
2023-12-13,ELET3.SA,
2023-12-14,ELET3.SA,
2023-12-15,ELET3.SA,
2023-12-18,ELET3.SA,
2023-12-19,ELET3.SA,
2023-12-20,ELET3.SA,
2023-12-21,ELET3.SA,
2023-12-22,ELET3.SA,
2023-12-26,ELET3.SA,
2023-12-27,ELET3.SA,
2023-12-28,ELET3.SA,
2024-01-02,ELET3.SA,
2024-01-03,ELET3.SA,
2024-01-04,ELET3.SA,
2024-01-05,ELET3.SA,
2024-01-08,ELET3.SA,
2024-01-09,ELET3.SA,
2024-01-10,ELET3.SA,
2024-01-11,ELET3.SA,
2024-01-12,ELET3.SA,
2024-01-15,ELET3.SA,
2024-01-16,ELET3.SA,
2024-01-17,ELET3.SA,
2024-01-18,ELET3.SA,
2024-01-19,ELET3.SA,
2024-01-22,ELET3.SA,
2024-01-23,ELET3.SA,
2024-01-24,ELET3.SA,
2024-01-25,ELET3.SA,
2024-01-26,ELET3.SA,
2024-01-29,ELET3.SA,
2024-01-30,ELET3.SA,
2024-01-31,ELET3.SA,
2024-02-01,ELET3.SA,
2024-02-02,ELET3.SA,
2024-02-05,ELET3.SA,
2024-02-06,ELET3.SA,
2024-02-07,ELET3.SA,
2024-02-08,ELET3.SA,
2024-02-09,ELET3.SA,
2024-02-14,ELET3.SA,
2024-02-15,ELET3.SA,
2024-02-16,ELET3.SA,
2024-02-19,ELET3.SA,
2024-02-20,ELET3.SA,
2024-02-21,ELET3.SA,
2024-02-22,ELET3.SA,
2024-02-23,ELET3.SA,
2024-02-26,ELET3.SA,
2024-02-27,ELET3.SA,
2024-02-28,ELET3.SA,
2024-02-29,ELET3.SA,
2024-03-01,ELET3.SA,
2024-03-04,ELET3.SA,
2024-03-05,ELET3.SA,
2024-03-06,ELET3.SA,
2024-03-07,ELET3.SA,
2024-03-08,ELET3.SA,
2024-03-11,ELET3.SA,
2024-03-12,ELET3.SA,
2024-03-13,ELET3.SA,
2024-03-14,ELET3.SA,
2024-03-15,ELET3.SA,
2024-03-18,ELET3.SA,
2024-03-19,ELET3.SA,
2024-03-20,ELET3.SA,
2024-03-21,ELET3.SA,
2024-03-22,ELET3.SA,
2024-03-25,ELET3.SA,
2024-03-26,ELET3.SA,
2024-03-27,ELET3.SA,
2024-03-28,ELET3.SA,
2024-04-01,ELET3.SA,
2024-04-02,ELET3.SA,
2024-04-03,ELET3.SA,
2024-04-04,ELET3.SA,
2024-04-05,ELET3.SA,
2024-04-08,ELET3.SA,
2024-04-09,ELET3.SA,
2024-04-10,ELET3.SA,
2024-04-11,ELET3.SA,
2024-04-12,ELET3.SA,
2024-04-15,ELET3.SA,
2024-04-16,ELET3.SA,
2024-04-17,ELET3.SA,
2024-04-18,ELET3.SA,
2024-04-19,ELET3.SA,
2024-04-22,ELET3.SA,
2024-04-23,ELET3.SA,
2024-04-24,ELET3.SA,
2024-04-25,ELET3.SA,
2024-04-26,ELET3.SA,
2024-04-29,ELET3.SA,
2024-04-30,ELET3.SA,
2024-05-02,ELET3.SA,
2024-05-03,ELET3.SA,
2024-05-06,ELET3.SA,
2024-05-07,ELET3.SA,
2024-05-08,ELET3.SA,
2024-05-09,ELET3.SA,
2024-05-10,ELET3.SA,
2024-05-13,ELET3.SA,
2024-05-14,ELET3.SA,
2024-05-15,ELET3.SA,
2024-05-16,ELET3.SA,
2024-05-17,ELET3.SA,
2024-05-20,ELET3.SA,
2024-05-21,ELET3.SA,
2024-05-22,ELET3.SA,
2024-05-23,ELET3.SA,
2024-05-24,ELET3.SA,
2024-05-27,ELET3.SA,
2024-05-28,ELET3.SA,
2024-05-29,ELET3.SA,
2024-05-31,ELET3.SA,
2024-06-03,ELET3.SA,
2024-06-04,ELET3.SA,
2024-06-05,ELET3.SA,
2024-06-06,ELET3.SA,
2024-06-07,ELET3.SA,
2024-06-10,ELET3.SA,
2024-06-11,ELET3.SA,
2024-06-12,ELET3.SA,
2024-06-13,ELET3.SA,
2024-06-14,ELET3.SA,
2024-06-17,ELET3.SA,
2024-06-18,ELET3.SA,
2024-06-19,ELET3.SA,
2024-06-20,ELET3.SA,
2024-06-21,ELET3.SA,
2024-06-24,ELET3.SA,
2024-06-25,ELET3.SA,
2024-06-26,ELET3.SA,
2024-06-27,ELET3.SA,
2024-06-28,ELET3.SA,
2024-07-01,ELET3.SA,
2024-07-02,ELET3.SA,
2024-07-03,ELET3.SA,
2024-07-04,ELET3.SA,
2024-07-05,ELET3.SA,
2024-07-08,ELET3.SA,
2024-07-09,ELET3.SA,
2024-07-10,ELET3.SA,
2024-07-11,ELET3.SA,
2024-07-12,ELET3.SA,
2024-07-15,ELET3.SA,
2024-07-16,ELET3.SA,
2024-07-17,ELET3.SA,
2024-07-18,ELET3.SA,
2024-07-19,ELET3.SA,
2024-07-22,ELET3.SA,
2024-07-23,ELET3.SA,
2024-07-24,ELET3.SA,
2024-07-25,ELET3.SA,
2024-07-26,ELET3.SA,
2024-07-29,ELET3.SA,
2024-07-30,ELET3.SA,
2024-07-31,ELET3.SA,
2024-08-01,ELET3.SA,
2024-08-02,ELET3.SA,
2024-08-05,ELET3.SA,
2024-08-06,ELET3.SA,
2024-08-07,ELET3.SA,
2024-08-08,ELET3.SA,
2024-08-09,ELET3.SA,
2024-08-12,ELET3.SA,
2024-08-13,ELET3.SA,
2024-08-14,ELET3.SA,
2024-08-15,ELET3.SA,
2024-08-16,ELET3.SA,
2024-08-19,ELET3.SA,
2024-08-20,ELET3.SA,
2024-08-21,ELET3.SA,
2024-08-22,ELET3.SA,
2024-08-23,ELET3.SA,
2024-08-26,ELET3.SA,
2024-08-27,ELET3.SA,
2024-08-28,ELET3.SA,
2024-08-29,ELET3.SA,
2024-08-30,ELET3.SA,
2024-09-02,ELET3.SA,
2024-09-03,ELET3.SA,
2024-09-04,ELET3.SA,
2024-09-05,ELET3.SA,
2024-09-06,ELET3.SA,
2024-09-09,ELET3.SA,
2024-09-10,ELET3.SA,
2024-09-11,ELET3.SA,
2024-09-12,ELET3.SA,
2024-09-13,ELET3.SA,
2024-09-16,ELET3.SA,
2024-09-17,ELET3.SA,
2024-09-18,ELET3.SA,
2024-09-19,ELET3.SA,
2024-09-20,ELET3.SA,
2024-09-23,ELET3.SA,
2024-09-24,ELET3.SA,
2024-09-25,ELET3.SA,
2024-09-26,ELET3.SA,
2024-09-27,ELET3.SA,
2024-09-30,ELET3.SA,
2024-10-01,ELET3.SA,
2024-10-02,ELET3.SA,
2024-10-03,ELET3.SA,
2024-10-04,ELET3.SA,
2024-10-07,ELET3.SA,
2024-10-08,ELET3.SA,
2024-10-09,ELET3.SA,
2024-10-10,ELET3.SA,
2024-10-11,ELET3.SA,
2024-10-14,ELET3.SA,
2024-10-15,ELET3.SA,
2024-10-16,ELET3.SA,
2024-10-17,ELET3.SA,
2024-10-18,ELET3.SA,
2024-10-21,ELET3.SA,
2024-10-22,ELET3.SA,
2024-10-23,ELET3.SA,
2024-10-24,ELET3.SA,
2024-10-25,ELET3.SA,
2024-10-28,ELET3.SA,
2024-10-29,ELET3.SA,
2024-10-30,ELET3.SA,
2024-10-31,ELET3.SA,
2024-11-01,ELET3.SA,
2024-11-04,ELET3.SA,
2024-11-05,ELET3.SA,
2024-11-06,ELET3.SA,
2024-11-07,ELET3.SA,
2024-11-08,ELET3.SA,
2024-11-11,ELET3.SA,
2024-11-12,ELET3.SA,
2024-11-13,ELET3.SA,
2024-11-14,ELET3.SA,
2024-11-18,ELET3.SA,
2024-11-19,ELET3.SA,
2024-11-21,ELET3.SA,
2024-11-22,ELET3.SA,
2024-11-25,ELET3.SA,
2024-11-26,ELET3.SA,
2024-11-27,ELET3.SA,
2024-11-28,ELET3.SA,
2024-11-29,ELET3.SA,
2024-12-02,ELET3.SA,
2024-12-03,ELET3.SA,
2024-12-04,ELET3.SA,
2024-12-05,ELET3.SA,
2024-12-06,ELET3.SA,
2024-12-09,ELET3.SA,
2024-12-10,ELET3.SA,
2024-12-11,ELET3.SA,
2024-12-12,ELET3.SA,
2024-12-13,ELET3.SA,
2024-12-16,ELET3.SA,
2024-12-17,ELET3.SA,
2024-12-18,ELET3.SA,
2024-12-19,ELET3.SA,
2024-12-20,ELET3.SA,
2024-12-23,ELET3.SA,
2024-12-26,ELET3.SA,
2024-12-27,ELET3.SA,
2024-12-30,ELET3.SA,
2025-01-02,ELET3.SA,
2025-01-03,ELET3.SA,
2025-01-06,ELET3.SA,
2025-01-07,ELET3.SA,
2025-01-08,ELET3.SA,
2025-01-09,ELET3.SA,
2025-01-10,ELET3.SA,
2025-01-13,ELET3.SA,
2025-01-14,ELET3.SA,
2025-01-15,ELET3.SA,
2025-01-16,ELET3.SA,
2025-01-17,ELET3.SA,
2025-01-20,ELET3.SA,
2025-01-21,ELET3.SA,
2025-01-22,ELET3.SA,
2025-01-23,ELET3.SA,
2025-01-24,ELET3.SA,
2025-01-27,ELET3.SA,
2025-01-28,ELET3.SA,
2025-01-29,ELET3.SA,
2025-01-30,ELET3.SA,
2025-01-31,ELET3.SA,
2025-02-03,ELET3.SA,
2025-02-04,ELET3.SA,
2025-02-05,ELET3.SA,
2025-02-06,ELET3.SA,
2025-02-07,ELET3.SA,
2025-02-10,ELET3.SA,
2025-02-11,ELET3.SA,
2025-02-12,ELET3.SA,
2025-02-13,ELET3.SA,
2025-02-14,ELET3.SA,
